# wl(um)             flux(Jy)               eflux(Jy) 
  2.8612580775428014 0.0                    ""                   
  2.8619362068203693 0.0                    ""                   
  2.8626143329948044 0.0                    ""                   
  2.863292456062892  0.0                    ""                   
  2.863970576021348  0.0                    ""                   
  2.8646486928666657 0.0                    ""                   
  2.865326806595521  0.0                    ""                   
  2.8660049172047035 0.0                    ""                   
  2.8666830246907824 0.0                    ""                   
  2.867361129050298  0.0                    ""                   
  2.868039230280114  0.0                    ""                   
  2.8687173283768534 0.0                    ""                   
  2.869395423337018  0.0                    ""                   
  2.8700735151574475 0.0                    ""                   
  2.870751603834846  0.0                    ""                   
  2.871429689365683  0.0                    ""                   
  2.872107771746769  0.0                    ""                   
  2.872785850974853  0.0                    ""                   
  2.873463927046487  0.0                    ""                   
  2.8741419999583333 0.0                    ""                   
  2.8748200697072304 0.0                    ""                   
  2.8754981362898024 0.0                    ""                   
  2.876176199702598  0.0                    ""                   
  2.876854259942501  0.0                    ""                   
  2.8775624736715106 0.0                    ""                   
  2.878240528829425  0.0                    ""                   
  2.878918580804129  0.0                    ""                   
  2.879596629592436  1.8443988553996303E-4  ""                   
  2.8802746751909734 1.9014541494370913E-4  2.5827663455452867E-5
  2.8809527175963265 1.6011628870578342E-4  2.5110371391416195E-5
  2.881630756805407  1.4785075086633004E-4  2.5929773065450927E-5
  2.8823087928149267 1.8358520072765913E-4  2.549748463178775E-5 
  2.882986825621329  3.1479274271375247E-4  2.6396895379906143E-5
  2.8836648552215927 3.634598669081353E-4   2.6078698558771206E-5
  2.8843428816124477 2.720340436862608E-4   2.6025304252948782E-5
  2.885020904790437  1.849617010493352E-4   2.5574910305367126E-5
  2.885698924752361  1.8341735960234224E-4  2.5650214517465603E-5
  2.886376941495046  1.8237943751952014E-4  2.5597853729793473E-5
  2.8870549550151434 2.461124873419524E-4   2.6558450433385288E-5
  2.8877329653092656 2.8577440412990443E-4  2.618083558965553E-5 
  2.8884109723743454 1.4931016671256516E-4  2.480977879342791E-5 
  2.889088976207118  5.651707172270116E-5   2.501921633025594E-5 
  2.8897669768040597 1.0943489881128442E-4  2.5248937859526357E-5
  2.890444974162158  1.1503075917244338E-4  2.6128916104800066E-5
  2.8911229682781716 1.0907496709189477E-4  2.445098763012917E-5 
  2.8918009591486826 9.401292753867414E-5   2.4447172200160752E-5
  2.892478946770489  1.1668124072687966E-4  2.5243433933350846E-5
  2.8931569311404544 1.939852728504574E-4   2.6498441248183834E-5
  2.89383491225527   1.9562998309125457E-4  2.5362197784039057E-5
  2.8945430725615675 5.076138657482791E-4   2.6772048213211E-5   
  2.895221048421796  4.916870499788987E-4   2.779244776636827E-5 
  2.8958990210169016 2.4638342672867256E-4  2.635173830561558E-5 
  2.896576990343491  2.2246710520476323E-4  2.672793946830512E-5 
  2.8972549563983594 3.4209699507785016E-4  2.584210080828984E-5 
  2.897932919178395  3.824322460015014E-4   2.5837868887946595E-5
  2.898610878680308  3.463745690465865E-4   2.603490143094513E-5 
  2.8992888349007355 3.5148804844048763E-4  2.5143744201919212E-5
  2.899966787836629  2.035037623943815E-4   2.4639859920419762E-5
  2.900644737484774  1.0441192430191115E-4  2.444946505707123E-5 
  2.901322683841764  1.3048147398416726E-4  2.4234176867396853E-5
  2.9020006269045013 1.4235383911970285E-4  2.4743970165615565E-5
  2.902678566669842  1.7349746052889778E-4  2.4778398696076603E-5
  2.9033565031344746 2.776288205880653E-4   2.523341331268228E-5 
  2.9040344362951065 3.539606340053328E-4   2.6452925980721334E-5
  2.9047123661487064 9.227214102766383E-5   2.5128841953515053E-5
  2.9053902926920343 6.433423255877066E-5   2.5369753701649876E-5
  2.9060682159217244 3.2067231884937587E-4  2.6544212283130295E-5
  2.9067461358347177 3.419339149011334E-4   2.5681812412509174E-5
  2.907424052427863  2.5450032845077917E-4  2.398170262186843E-5 
  2.908101965697824  1.9548661842383266E-4  2.3947442131053153E-5
  2.908779875641409  3.1645490820696246E-5  2.374620657708363E-5 
  2.909457782255559  5.859872011853481E-5   2.3892784718638852E-5
  2.9101356855370337 1.3027511533666753E-4  2.3767310344238807E-5
  2.910813585482502  1.512499668659864E-4   2.377648047352288E-5 
  2.911491482088938  3.590252568751731E-4   2.5254137972211224E-5
  2.912169375353189  4.014279869367494E-4   2.4612250426743247E-5
  2.9128472652719046 3.4957454397649976E-4  2.4986385130370077E-5
  2.91352515184197   3.876269810479281E-4   2.5089589988681208E-5
  2.914203035060311  3.038711998449791E-4   2.5559080092905053E-5
  2.9148809149236943 3.636766296035095E-4   2.5528965729237227E-5
  2.9155587914288152 4.668615819870738E-4   2.584955781476103E-5 
